,date,bundesland,trend,new_detections
652,2020-08-29,Berlin,9.7338,6
653,2020-08-30,Berlin,9.3187,7
654,2020-08-31,Berlin,8.908,7
655,2020-09-01,Berlin,8.5104,7
656,2020-09-02,Berlin,8.1304,7
657,2020-09-03,Berlin,7.7698,10
658,2020-09-04,Berlin,7.4282,9
659,2020-09-05,Berlin,7.1094,9
660,2020-09-06,Berlin,6.8204,7
661,2020-09-07,Berlin,6.5721,8
662,2020-09-08,Berlin,6.3757,7
663,2020-09-09,Berlin,6.2454,5
664,2020-09-10,Berlin,6.1962,6
665,2020-09-11,Berlin,6.2412,4
666,2020-09-12,Berlin,6.3926,4
667,2020-09-13,Berlin,6.6586,5
668,2020-09-14,Berlin,7.0421,6
669,2020-09-15,Berlin,7.543,6
670,2020-09-16,Berlin,8.1591,6
671,2020-09-17,Berlin,8.8851,5
672,2020-09-18,Berlin,9.7113,9
673,2020-09-19,Berlin,10.6203,9
674,2020-09-20,Berlin,11.5932,10
675,2020-09-21,Berlin,12.608,15
676,2020-09-22,Berlin,13.6394,14
677,2020-09-23,Berlin,14.6668,15
678,2020-09-24,Berlin,15.6706,21
679,2020-09-25,Berlin,16.6316,21
680,2020-09-26,Berlin,17.5414,21
681,2020-09-27,Berlin,18.4003,21
682,2020-09-28,Berlin,19.2155,16
683,2020-09-29,Berlin,19.9994,21
684,2020-09-30,Berlin,20.7579,23
685,2020-10-01,Berlin,21.4992,23
686,2020-10-02,Berlin,22.2356,24
687,2020-10-03,Berlin,22.9826,17
688,2020-10-04,Berlin,23.7593,15
689,2020-10-05,Berlin,24.5725,23
690,2020-10-06,Berlin,25.4119,26
691,2020-10-07,Berlin,26.2639,29
692,2020-10-08,Berlin,27.1159,30
693,2020-10-09,Berlin,27.961,32
694,2020-10-10,Berlin,28.7979,26
695,2020-10-11,Berlin,29.6336,29
696,2020-04-21,Brandenburg,2.1604,1
697,2020-04-22,Brandenburg,2.2889,1
698,2020-04-23,Brandenburg,2.4151,2
699,2020-04-24,Brandenburg,2.5341,3
700,2020-04-25,Brandenburg,2.6401,3
701,2020-04-26,Brandenburg,2.7285,3
702,2020-04-27,Brandenburg,2.7949,5
703,2020-04-28,Brandenburg,2.8361,4
704,2020-04-29,Brandenburg,2.8527,3
705,2020-04-30,Brandenburg,2.8481,3
706,2020-05-01,Brandenburg,2.8257,3
707,2020-05-02,Brandenburg,2.7893,3
708,2020-05-03,Brandenburg,2.7431,2
709,2020-05-04,Brandenburg,2.6916,3
710,2020-05-05,Brandenburg,2.638,2
711,2020-05-06,Brandenburg,2.5859,2
712,2020-05-07,Brandenburg,2.5377,2
713,2020-05-08,Brandenburg,2.4948,1
714,2020-05-09,Brandenburg,2.4573,1
715,2020-05-10,Brandenburg,2.4224,3
716,2020-05-11,Brandenburg,2.3844,4
717,2020-05-12,Brandenburg,2.3386,3
718,2020-05-13,Brandenburg,2.2838,4
719,2020-05-14,Brandenburg,2.22,3
720,2020-05-15,Brandenburg,2.1505,2
721,2020-05-16,Brandenburg,2.0804,2
722,2020-05-17,Brandenburg,2.0142,1
723,2020-05-18,Brandenburg,1.9566,1
724,2020-05-19,Brandenburg,1.9101,0
725,2020-05-20,Brandenburg,1.8751,0
726,2020-05-21,Brandenburg,1.8484,2
727,2020-05-22,Brandenburg,1.8231,2
728,2020-05-23,Brandenburg,1.7925,3
729,2020-05-24,Brandenburg,1.7502,3
730,2020-05-25,Brandenburg,1.6922,3
731,2020-05-26,Brandenburg,1.6173,3
732,2020-05-27,Brandenburg,1.5264,3
733,2020-05-28,Brandenburg,1.4237,3
734,2020-05-29,Brandenburg,1.316,0
735,2020-05-30,Brandenburg,1.2134,0
736,2020-05-31,Brandenburg,1.1233,0
737,2020-06-01,Brandenburg,1.0506,0
738,2020-06-02,Brandenburg,0.9983,0
739,2020-06-03,Brandenburg,0.9667,0
740,2020-06-04,Brandenburg,0.9548,1
741,2020-06-05,Brandenburg,0.9591,1
742,2020-06-06,Brandenburg,0.9764,1
743,2020-06-07,Brandenburg,1.0037,2
744,2020-06-08,Brandenburg,1.038,1
745,2020-06-09,Brandenburg,1.078,1
746,2020-06-10,Brandenburg,1.1227,1
747,2020-06-11,Brandenburg,1.1709,1
748,2020-06-12,Brandenburg,1.2208,0
749,2020-06-13,Brandenburg,1.2707,1
750,2020-06-14,Brandenburg,1.3162,2
751,2020-06-15,Brandenburg,1.3525,2
752,2020-06-16,Brandenburg,1.376,2
753,2020-06-17,Brandenburg,1.3845,1
754,2020-06-18,Brandenburg,1.3772,2
755,2020-06-19,Brandenburg,1.3521,3
756,2020-06-20,Brandenburg,1.3089,3
757,2020-06-21,Brandenburg,1.2504,2
758,2020-06-22,Brandenburg,1.1828,2
759,2020-06-23,Brandenburg,1.1137,0
760,2020-06-24,Brandenburg,1.0525,0
761,2020-06-25,Brandenburg,1.0063,0
762,2020-06-26,Brandenburg,0.9801,0
763,2020-06-27,Brandenburg,0.9768,0
764,2020-06-28,Brandenburg,0.9975,0
765,2020-06-29,Brandenburg,1.0413,0
766,2020-06-30,Brandenburg,1.1051,0
767,2020-07-01,Brandenburg,1.1841,1
768,2020-07-02,Brandenburg,1.271,2
769,2020-07-03,Brandenburg,1.3582,3
770,2020-07-04,Brandenburg,1.4396,3
771,2020-07-05,Brandenburg,1.5123,3
772,2020-07-06,Brandenburg,1.5767,2
773,2020-07-07,Brandenburg,1.6358,1
774,2020-07-08,Brandenburg,1.694,0
775,2020-07-09,Brandenburg,1.7539,2
776,2020-07-10,Brandenburg,1.815,3
777,2020-07-11,Brandenburg,1.8773,3
778,2020-07-12,Brandenburg,1.943,3
779,2020-07-13,Brandenburg,2.0167,1
780,2020-07-14,Brandenburg,2.1051,0
781,2020-07-15,Brandenburg,2.2127,0
782,2020-07-16,Brandenburg,2.34,0
783,2020-07-17,Brandenburg,2.483,1
784,2020-07-18,Brandenburg,2.6329,3
785,2020-07-19,Brandenburg,2.7782,5
786,2020-07-20,Brandenburg,2.9079,5
787,2020-07-21,Brandenburg,3.0156,5
788,2020-07-22,Brandenburg,3.0988,5
789,2020-07-23,Brandenburg,3.1594,4
790,2020-07-24,Brandenburg,3.2028,2
791,2020-07-25,Brandenburg,3.2361,2
792,2020-07-26,Brandenburg,3.264,2
793,2020-07-27,Brandenburg,3.289,3
794,2020-07-28,Brandenburg,3.3107,4
795,2020-07-29,Brandenburg,3.3283,3
796,2020-07-30,Brandenburg,3.3423,2
797,2020-07-31,Brandenburg,3.3527,2
798,2020-08-01,Brandenburg,3.3566,3
799,2020-08-02,Brandenburg,3.3486,5
800,2020-08-03,Brandenburg,3.3225,5
801,2020-08-04,Brandenburg,3.2753,5
802,2020-08-05,Brandenburg,3.2075,4
803,2020-08-06,Brandenburg,3.123,4
804,2020-08-07,Brandenburg,3.0273,2
805,2020-08-08,Brandenburg,2.9276,3
806,2020-08-09,Brandenburg,2.8292,3
807,2020-08-10,Brandenburg,2.7373,2
808,2020-08-11,Brandenburg,2.6576,3
809,2020-08-12,Brandenburg,2.5943,3
810,2020-08-13,Brandenburg,2.5523,2
811,2020-08-14,Brandenburg,2.5373,2
812,2020-08-15,Brandenburg,2.5538,0
813,2020-08-16,Brandenburg,2.6055,0
814,2020-08-17,Brandenburg,2.6906,0
815,2020-08-18,Brandenburg,2.8024,1
816,2020-08-19,Brandenburg,2.9287,3
817,2020-08-20,Brandenburg,3.0537,5
818,2020-08-21,Brandenburg,3.1618,7
819,2020-08-22,Brandenburg,3.2412,7
820,2020-08-23,Brandenburg,3.2878,7
821,2020-08-24,Brandenburg,3.3051,5
822,2020-08-25,Brandenburg,3.3039,2
823,2020-08-26,Brandenburg,3.2985,0
824,2020-08-27,Brandenburg,3.3005,0
825,2020-08-28,Brandenburg,3.3149,1
826,2020-08-29,Brandenburg,3.3403,3
827,2020-08-30,Brandenburg,3.3704,4
828,2020-08-31,Brandenburg,3.3984,4
829,2020-09-01,Brandenburg,3.4186,4
830,2020-09-02,Brandenburg,3.4267,5
831,2020-09-03,Brandenburg,3.4195,2
832,2020-09-04,Brandenburg,3.3967,5
833,2020-09-05,Brandenburg,3.3556,4
834,2020-09-06,Brandenburg,3.2963,4
835,2020-09-07,Brandenburg,3.2205,5
836,2020-09-08,Brandenburg,3.1311,4
837,2020-09-09,Brandenburg,3.0346,4
838,2020-09-10,Brandenburg,2.9394,4
839,2020-09-11,Brandenburg,2.8555,2
840,2020-09-12,Brandenburg,2.7954,1
841,2020-09-13,Brandenburg,2.7696,1
842,2020-09-14,Brandenburg,2.7852,2
843,2020-09-15,Brandenburg,2.8456,3
844,2020-09-16,Brandenburg,2.9527,3
845,2020-09-17,Brandenburg,3.1088,2
846,2020-09-18,Brandenburg,3.3162,3
847,2020-09-19,Brandenburg,3.575,1
848,2020-09-20,Brandenburg,3.8846,3
849,2020-09-21,Brandenburg,4.2394,5
850,2020-09-22,Brandenburg,4.6318,5
851,2020-09-23,Brandenburg,5.056,5
852,2020-09-24,Brandenburg,5.5068,6
853,2020-09-25,Brandenburg,5.9787,5
854,2020-09-26,Brandenburg,6.4677,6
855,2020-09-27,Brandenburg,6.9672,6
856,2020-09-28,Brandenburg,7.4702,8
857,2020-09-29,Brandenburg,7.9674,8
858,2020-09-30,Brandenburg,8.4508,9
859,2020-10-01,Brandenburg,8.9124,11
860,2020-10-02,Brandenburg,9.3452,11
861,2020-10-03,Brandenburg,9.7464,9
862,2020-10-04,Brandenburg,10.1167,9
863,2020-10-05,Brandenburg,10.455,11
864,2020-10-06,Brandenburg,10.7583,13
865,2020-10-07,Brandenburg,11.0244,13
866,2020-10-08,Brandenburg,11.2557,13
867,2020-10-09,Brandenburg,11.4587,12
868,2020-10-10,Brandenburg,11.643,10
869,2020-10-11,Brandenburg,11.8198,8
870,2020-04-21,Bremen,,0
871,2020-04-22,Bremen,,0
872,2020-04-23,Bremen,,0
873,2020-04-24,Bremen,,0
874,2020-04-25,Bremen,,0
875,2020-04-26,Bremen,0.0092,0
876,2020-04-27,Bremen,0.0329,0
877,2020-04-28,Bremen,0.0591,0
878,2020-04-29,Bremen,0.0881,0
879,2020-04-30,Bremen,0.1204,0
880,2020-05-01,Bremen,0.1559,0
881,2020-05-02,Bremen,0.1948,0
882,2020-05-03,Bremen,0.2364,0
883,2020-05-04,Bremen,0.28,0
884,2020-05-05,Bremen,0.3244,0
885,2020-05-06,Bremen,0.3677,1
886,2020-05-07,Bremen,0.4074,1
887,2020-05-08,Bremen,0.4423,1
888,2020-05-09,Bremen,0.4724,1
889,2020-05-10,Bremen,0.4987,0
890,2020-05-11,Bremen,0.5235,0
891,2020-05-12,Bremen,0.5477,0
892,2020-05-13,Bremen,0.5716,0
893,2020-05-14,Bremen,0.5941,0
894,2020-05-15,Bremen,0.613,0
895,2020-05-16,Bremen,0.6251,1
896,2020-05-17,Bremen,0.6258,2
897,2020-05-18,Bremen,0.6112,2
898,2020-05-19,Bremen,0.5803,2
899,2020-05-20,Bremen,0.5349,1
900,2020-05-21,Bremen,0.4794,0
901,2020-05-22,Bremen,0.4194,0
902,2020-05-23,Bremen,0.3593,0
903,2020-05-24,Bremen,0.303,0
904,2020-05-25,Bremen,0.2532,0
905,2020-05-26,Bremen,0.2125,0
906,2020-05-27,Bremen,0.1826,0
907,2020-05-28,Bremen,0.1651,0
908,2020-05-29,Bremen,0.1609,0
909,2020-05-30,Bremen,0.1707,0
910,2020-05-31,Bremen,0.1951,0
911,2020-06-01,Bremen,0.2341,0
912,2020-06-02,Bremen,0.2873,0
913,2020-06-03,Bremen,0.354,0
914,2020-06-04,Bremen,0.4328,0
915,2020-06-05,Bremen,0.5217,0
916,2020-06-06,Bremen,0.6177,0
917,2020-06-07,Bremen,0.7168,0
918,2020-06-08,Bremen,0.8139,1
919,2020-06-09,Bremen,0.9022,2
920,2020-06-10,Bremen,0.9756,2
921,2020-06-11,Bremen,1.0298,2
922,2020-06-12,Bremen,1.063,2
923,2020-06-13,Bremen,1.075,2
924,2020-06-14,Bremen,1.0675,1
925,2020-06-15,Bremen,1.0443,1
926,2020-06-16,Bremen,1.0089,1
927,2020-06-17,Bremen,0.9645,1
928,2020-06-18,Bremen,0.9147,0
929,2020-06-19,Bremen,0.8629,0
930,2020-06-20,Bremen,0.8108,0
931,2020-06-21,Bremen,0.7581,1
932,2020-06-22,Bremen,0.7033,1
933,2020-06-23,Bremen,0.6451,1
934,2020-06-24,Bremen,0.5829,1
935,2020-06-25,Bremen,0.5167,1
936,2020-06-26,Bremen,0.4474,1
937,2020-06-27,Bremen,0.377,0
938,2020-06-28,Bremen,0.3084,0
939,2020-06-29,Bremen,0.2438,0
940,2020-06-30,Bremen,0.1848,0
941,2020-07-01,Bremen,0.1326,0
942,2020-07-02,Bremen,0.0879,0
943,2020-07-03,Bremen,0.0512,0
944,2020-07-04,Bremen,0.0227,0
945,2020-07-05,Bremen,0.0029,0
946,2020-07-06,Bremen,,0
947,2020-07-07,Bremen,,0
948,2020-07-08,Bremen,,0
949,2020-07-09,Bremen,0.0118,0
950,2020-07-10,Bremen,0.0371,0
951,2020-07-11,Bremen,0.0719,0
952,2020-07-12,Bremen,0.1165,0
953,2020-07-13,Bremen,0.1707,0
954,2020-07-14,Bremen,0.2343,0
955,2020-07-15,Bremen,0.3067,0
956,2020-07-16,Bremen,0.3868,0
957,2020-07-17,Bremen,0.4729,0
958,2020-07-18,Bremen,0.5625,1
959,2020-07-19,Bremen,0.6523,1
960,2020-07-20,Bremen,0.7396,1
961,2020-07-21,Bremen,0.8227,1
962,2020-07-22,Bremen,0.9002,0
963,2020-07-23,Bremen,0.9712,2
964,2020-07-24,Bremen,1.0328,2
965,2020-07-25,Bremen,1.0845,3
966,2020-07-26,Bremen,1.1273,3
967,2020-07-27,Bremen,1.1663,1
968,2020-07-28,Bremen,1.2105,1
969,2020-07-29,Bremen,1.2681,1
970,2020-07-30,Bremen,1.3474,0
971,2020-07-31,Bremen,1.4557,0
972,2020-08-01,Bremen,1.5979,0
973,2020-08-02,Bremen,1.7759,0
974,2020-08-03,Bremen,1.9884,0
975,2020-08-04,Bremen,2.2305,1
976,2020-08-05,Bremen,2.4936,2
977,2020-08-06,Bremen,2.7662,3
978,2020-08-07,Bremen,3.036,3
979,2020-08-08,Bremen,3.2914,4
980,2020-08-09,Bremen,3.5204,5
981,2020-08-10,Bremen,3.7126,4
982,2020-08-11,Bremen,3.8605,4
983,2020-08-12,Bremen,3.9571,5
984,2020-08-13,Bremen,3.9958,5
985,2020-08-14,Bremen,3.9721,7
986,2020-08-15,Bremen,3.8834,5
987,2020-08-16,Bremen,3.7332,5
988,2020-08-17,Bremen,3.5273,6
989,2020-08-18,Bremen,3.2739,3
990,2020-08-19,Bremen,2.9862,2
991,2020-08-20,Bremen,2.677,2
992,2020-08-21,Bremen,2.3569,2
993,2020-08-22,Bremen,2.0352,2
994,2020-08-23,Bremen,1.7207,2
995,2020-08-24,Bremen,1.4218,0
996,2020-08-25,Bremen,1.1478,0
997,2020-08-26,Bremen,0.9047,0
998,2020-08-27,Bremen,0.6967,0
999,2020-08-28,Bremen,0.526,0
1000,2020-08-29,Bremen,0.3932,0
1001,2020-08-30,Bremen,0.2981,0
1002,2020-08-31,Bremen,0.2397,0
1003,2020-09-01,Bremen,0.2163,0
1004,2020-09-02,Bremen,0.2258,0
1005,2020-09-03,Bremen,0.2656,0
1006,2020-09-04,Bremen,0.3326,0
1007,2020-09-05,Bremen,0.4234,0
1008,2020-09-06,Bremen,0.5336,0
1009,2020-09-07,Bremen,0.6583,0
1010,2020-09-08,Bremen,0.7914,1
1011,2020-09-09,Bremen,0.9253,1
1012,2020-09-10,Bremen,1.053,1
1013,2020-09-11,Bremen,1.1677,2
1014,2020-09-12,Bremen,1.2624,2
1015,2020-09-13,Bremen,1.3317,3
1016,2020-09-14,Bremen,1.3718,4
1017,2020-09-15,Bremen,1.3823,3
1018,2020-09-16,Bremen,1.3677,2
1019,2020-09-17,Bremen,1.3362,2
1020,2020-09-18,Bremen,1.2969,0
1021,2020-09-19,Bremen,1.2605,0
1022,2020-09-20,Bremen,1.2349,0
1023,2020-09-21,Bremen,1.2256,0
1024,2020-09-22,Bremen,1.2356,1
1025,2020-09-23,Bremen,1.2653,1
1026,2020-09-24,Bremen,1.315,2
1027,2020-09-25,Bremen,1.384,2
1028,2020-09-26,Bremen,1.4734,1
1029,2020-09-27,Bremen,1.5852,2
1030,2020-09-28,Bremen,1.7206,1
1031,2020-09-29,Bremen,1.8818,1
1032,2020-09-30,Bremen,2.0691,2
1033,2020-10-01,Bremen,2.2816,2
1034,2020-10-02,Bremen,2.5177,3
1035,2020-10-03,Bremen,2.7758,3
1036,2020-10-04,Bremen,3.0547,3
1037,2020-10-05,Bremen,3.3541,3
1038,2020-10-06,Bremen,3.6734,3
1039,2020-10-07,Bremen,4.0113,3
1040,2020-10-08,Bremen,4.3652,4
1041,2020-10-09,Bremen,4.7303,5
1042,2020-10-10,Bremen,5.1013,7
1043,2020-10-11,Bremen,5.4734,6
1044,2020-04-21,Hamburg,7.9551,7
1045,2020-04-22,Hamburg,7.5303,9
1046,2020-04-23,Hamburg,7.1036,9
1047,2020-04-24,Hamburg,6.676,9
1048,2020-04-25,Hamburg,6.2523,6
1049,2020-04-26,Hamburg,5.8421,4
1050,2020-04-27,Hamburg,5.4542,5
1051,2020-04-28,Hamburg,5.094,4
1052,2020-04-29,Hamburg,4.7658,3
1053,2020-04-30,Hamburg,4.4718,3
1054,2020-05-01,Hamburg,4.2107,3
1055,2020-05-02,Hamburg,3.9781,4
1056,2020-05-03,Hamburg,3.7675,6
1057,2020-05-04,Hamburg,3.572,5
1058,2020-05-05,Hamburg,3.3896,4
1059,2020-05-06,Hamburg,3.2207,3
1060,2020-05-07,Hamburg,3.0675,2
1061,2020-05-08,Hamburg,2.9311,1
1062,2020-05-09,Hamburg,2.811,1
1063,2020-05-10,Hamburg,2.7027,3
1064,2020-05-11,Hamburg,2.5978,4
1065,2020-05-12,Hamburg,2.4888,5
1066,2020-05-13,Hamburg,2.3709,5
1067,2020-05-14,Hamburg,2.2445,3
1068,2020-05-15,Hamburg,2.1148,2
1069,2020-05-16,Hamburg,1.989,0
1070,2020-05-17,Hamburg,1.8739,0
1071,2020-05-18,Hamburg,1.7722,1
1072,2020-05-19,Hamburg,1.6829,1
1073,2020-05-20,Hamburg,1.6037,2
1074,2020-05-21,Hamburg,1.5305,2
1075,2020-05-22,Hamburg,1.4604,2
1076,2020-05-23,Hamburg,1.3912,2
1077,2020-05-24,Hamburg,1.3219,2
1078,2020-05-25,Hamburg,1.2527,2
1079,2020-05-26,Hamburg,1.185,1
1080,2020-05-27,Hamburg,1.1218,1
1081,2020-05-28,Hamburg,1.0659,1
1082,2020-05-29,Hamburg,1.0197,1
1083,2020-05-30,Hamburg,0.9853,0
1084,2020-05-31,Hamburg,0.9651,1
1085,2020-06-01,Hamburg,0.9592,1
1086,2020-06-02,Hamburg,0.9681,1
1087,2020-06-03,Hamburg,0.9922,1
1088,2020-06-04,Hamburg,1.0318,0
1089,2020-06-05,Hamburg,1.0876,1
1090,2020-06-06,Hamburg,1.1579,1
1091,2020-06-07,Hamburg,1.241,1
1092,2020-06-08,Hamburg,1.3348,1
1093,2020-06-09,Hamburg,1.4369,1
1094,2020-06-10,Hamburg,1.5439,1
1095,2020-06-11,Hamburg,1.6518,2
1096,2020-06-12,Hamburg,1.7554,2
1097,2020-06-13,Hamburg,1.8502,3
1098,2020-06-14,Hamburg,1.9323,3
1099,2020-06-15,Hamburg,2.0,2
1100,2020-06-16,Hamburg,2.0536,4
1101,2020-06-17,Hamburg,2.0937,3
1102,2020-06-18,Hamburg,2.1246,2
1103,2020-06-19,Hamburg,2.1524,2
1104,2020-06-20,Hamburg,2.1831,0
1105,2020-06-21,Hamburg,2.2222,2
1106,2020-06-22,Hamburg,2.271,2
1107,2020-06-23,Hamburg,2.3302,2
1108,2020-06-24,Hamburg,2.4001,2
1109,2020-06-25,Hamburg,2.4803,3
1110,2020-06-26,Hamburg,2.5695,2
1111,2020-06-27,Hamburg,2.6677,2
1112,2020-06-28,Hamburg,2.7734,4
1113,2020-06-29,Hamburg,2.884,3
1114,2020-06-30,Hamburg,2.9994,3
1115,2020-07-01,Hamburg,3.1195,4
1116,2020-07-02,Hamburg,3.2444,4
1117,2020-07-03,Hamburg,3.3759,4
1118,2020-07-04,Hamburg,3.5172,3
1119,2020-07-05,Hamburg,3.673,2
1120,2020-07-06,Hamburg,3.8468,2
1121,2020-07-07,Hamburg,4.0387,1
1122,2020-07-08,Hamburg,4.2453,2
1123,2020-07-09,Hamburg,4.4569,2
1124,2020-07-10,Hamburg,4.6594,6
1125,2020-07-11,Hamburg,4.8339,8
1126,2020-07-12,Hamburg,4.9639,10
1127,2020-07-13,Hamburg,5.0397,9
1128,2020-07-14,Hamburg,5.0611,8
1129,2020-07-15,Hamburg,5.0363,5
1130,2020-07-16,Hamburg,4.979,1
1131,2020-07-17,Hamburg,4.9032,4
1132,2020-07-18,Hamburg,4.8147,4
1133,2020-07-19,Hamburg,4.7175,5
1134,2020-07-20,Hamburg,4.614,5
1135,2020-07-21,Hamburg,4.5072,4
1136,2020-07-22,Hamburg,4.4009,3
1137,2020-07-23,Hamburg,4.2978,4
1138,2020-07-24,Hamburg,4.1979,5
1139,2020-07-25,Hamburg,4.1005,6
1140,2020-07-26,Hamburg,4.0065,6
1141,2020-07-27,Hamburg,3.9207,4
1142,2020-07-28,Hamburg,3.8518,3
1143,2020-07-29,Hamburg,3.8087,1
1144,2020-07-30,Hamburg,3.7986,0
1145,2020-07-31,Hamburg,3.8231,2
1146,2020-08-01,Hamburg,3.8761,4
1147,2020-08-02,Hamburg,3.948,4
1148,2020-08-03,Hamburg,4.0293,5
1149,2020-08-04,Hamburg,4.1107,4
1150,2020-08-05,Hamburg,4.1849,5
1151,2020-08-06,Hamburg,4.2442,6
1152,2020-08-07,Hamburg,4.2827,6
1153,2020-08-08,Hamburg,4.2979,6
1154,2020-08-09,Hamburg,4.2907,4
1155,2020-08-10,Hamburg,4.2657,5
1156,2020-08-11,Hamburg,4.2265,4
1157,2020-08-12,Hamburg,4.1784,4
1158,2020-08-13,Hamburg,4.1263,3
1159,2020-08-14,Hamburg,4.0745,3
1160,2020-08-15,Hamburg,4.0254,3
1161,2020-08-16,Hamburg,3.9789,4
1162,2020-08-17,Hamburg,3.9331,4
1163,2020-08-18,Hamburg,3.886,5
1164,2020-08-19,Hamburg,3.8358,6
1165,2020-08-20,Hamburg,3.7828,5
1166,2020-08-21,Hamburg,3.732,4
1167,2020-08-22,Hamburg,3.6903,3
1168,2020-08-23,Hamburg,3.6655,2
1169,2020-08-24,Hamburg,3.664,1
1170,2020-08-25,Hamburg,3.6887,1
1171,2020-08-26,Hamburg,3.7373,1
1172,2020-08-27,Hamburg,3.8021,3
1173,2020-08-28,Hamburg,3.8699,5
1174,2020-08-29,Hamburg,3.926,7
1175,2020-08-30,Hamburg,3.9577,7
1176,2020-08-31,Hamburg,3.9588,5
1177,2020-09-01,Hamburg,3.9288,5
1178,2020-09-02,Hamburg,3.8697,6
1179,2020-09-03,Hamburg,3.7853,3
1180,2020-09-04,Hamburg,3.6838,4
1181,2020-09-05,Hamburg,3.5719,4
1182,2020-09-06,Hamburg,3.4567,3
1183,2020-09-07,Hamburg,3.3465,2
1184,2020-09-08,Hamburg,3.2483,1
1185,2020-09-09,Hamburg,3.1668,2
1186,2020-09-10,Hamburg,3.1018,3
1187,2020-09-11,Hamburg,3.0512,5
1188,2020-09-12,Hamburg,3.0122,5
1189,2020-09-13,Hamburg,2.9864,5
1190,2020-09-14,Hamburg,2.979,4
1191,2020-09-15,Hamburg,2.9994,3
1192,2020-09-16,Hamburg,3.059,2
1193,2020-09-17,Hamburg,3.1693,2
1194,2020-09-18,Hamburg,3.3395,2
1195,2020-09-19,Hamburg,3.5766,2
1196,2020-09-20,Hamburg,3.8848,2
1197,2020-09-21,Hamburg,4.2653,2
1198,2020-09-22,Hamburg,4.7154,2
1199,2020-09-23,Hamburg,5.228,3
1200,2020-09-24,Hamburg,5.7905,4
1201,2020-09-25,Hamburg,6.3857,5
1202,2020-09-26,Hamburg,6.993,6
1203,2020-09-27,Hamburg,7.5891,9
1204,2020-09-28,Hamburg,8.1485,13
1205,2020-09-29,Hamburg,8.6486,13
1206,2020-09-30,Hamburg,9.0766,13
1207,2020-10-01,Hamburg,9.4282,13
1208,2020-10-02,Hamburg,9.7072,11
1209,2020-10-03,Hamburg,9.9244,10
1210,2020-10-04,Hamburg,10.0931,9
1211,2020-10-05,Hamburg,10.2269,10
1212,2020-10-06,Hamburg,10.3373,9
1213,2020-10-07,Hamburg,10.435,9
1214,2020-10-08,Hamburg,10.5283,8
1215,2020-10-09,Hamburg,10.6226,10
1216,2020-10-10,Hamburg,10.7183,11
1217,2020-10-11,Hamburg,10.8143,11
1218,2020-04-21,Hessen,15.7784,8
1219,2020-04-22,Hessen,15.6995,14
1220,2020-04-23,Hessen,15.6051,16
1221,2020-04-24,Hessen,15.4762,15
1222,2020-04-25,Hessen,15.2946,17
1223,2020-04-26,Hessen,15.0412,17
1224,2020-04-27,Hessen,14.7003,19
1225,2020-04-28,Hessen,14.2601,20
1226,2020-04-29,Hessen,13.7175,18
1227,2020-04-30,Hessen,13.0806,17
1228,2020-05-01,Hessen,12.3664,14
1229,2020-05-02,Hessen,11.5995,11
1230,2020-05-03,Hessen,10.808,8
1231,2020-05-04,Hessen,10.0185,7
1232,2020-05-05,Hessen,9.2523,7
1233,2020-05-06,Hessen,8.5243,8
1234,2020-05-07,Hessen,7.8453,6
1235,2020-05-08,Hessen,7.2248,5
1236,2020-05-09,Hessen,6.6687,6
1237,2020-05-10,Hessen,6.1783,5
1238,2020-05-11,Hessen,5.7537,6
1239,2020-05-12,Hessen,5.3928,6
1240,2020-05-13,Hessen,5.0936,2
1241,2020-05-14,Hessen,4.8556,4
1242,2020-05-15,Hessen,4.672,4
1243,2020-05-16,Hessen,4.5344,7
1244,2020-05-17,Hessen,4.433,6
1245,2020-05-18,Hessen,4.3629,5
1246,2020-05-19,Hessen,4.3223,3
1247,2020-05-20,Hessen,4.3107,3
1248,2020-05-21,Hessen,4.3251,2
1249,2020-05-22,Hessen,4.3597,4
1250,2020-05-23,Hessen,4.4041,5
1251,2020-05-24,Hessen,4.4471,5
1252,2020-05-25,Hessen,4.479,6
1253,2020-05-26,Hessen,4.4908,7
1254,2020-05-27,Hessen,4.4767,5
1255,2020-05-28,Hessen,4.4361,4
1256,2020-05-29,Hessen,4.3693,6
1257,2020-05-30,Hessen,4.2756,4
1258,2020-05-31,Hessen,4.1577,6
1259,2020-06-01,Hessen,4.0178,5
1260,2020-06-02,Hessen,3.8616,4
1261,2020-06-03,Hessen,3.6971,5
1262,2020-06-04,Hessen,3.5321,4
1263,2020-06-05,Hessen,3.3774,3
1264,2020-06-06,Hessen,3.2447,3
1265,2020-06-07,Hessen,3.1446,1
1266,2020-06-08,Hessen,3.0876,1
1267,2020-06-09,Hessen,3.0798,2
1268,2020-06-10,Hessen,3.123,2
1269,2020-06-11,Hessen,3.217,3
1270,2020-06-12,Hessen,3.3592,2
1271,2020-06-13,Hessen,3.5467,2
1272,2020-06-14,Hessen,3.7739,3
1273,2020-06-15,Hessen,4.0319,3
1274,2020-06-16,Hessen,4.3105,5
1275,2020-06-17,Hessen,4.5974,8
1276,2020-06-18,Hessen,4.8814,7
1277,2020-06-19,Hessen,5.1584,7
1278,2020-06-20,Hessen,5.4285,6
1279,2020-06-21,Hessen,5.6954,6
1280,2020-06-22,Hessen,5.9639,6
1281,2020-06-23,Hessen,6.2397,4
1282,2020-06-24,Hessen,6.5281,4
1283,2020-06-25,Hessen,6.8303,5
